ACAB0240,COLOR,10,0XF4E6E0,GRAY,0xF4E6E0,N,1,,,,
ACAB0240,COLOR,20,0XEFFFFF,LIGHT YELLOW,0xEFFFFF,N,1,,,,
ACAB0240,COLOR,30,0XFFFF00,GREEN,GREEN,N,1,,,,
ACAB0240,COLOR,40,0XFF9900,BLUE,,N,1,,,,
ACAB0240,COLOR,50,0X99CCFF,ORANGE,,N,1,,,,
ACAB0240,COLOR,60,0XFFFF99,T,T,N,1,,,,
ACAB0240,COLOR,70,0XCCFFCC,GREEN (1),,N,1,,,,
ACAB0240,COLOR,80,0XCCFFFF,YELLOW,,N,1,,,,
ACAB0240,COLOR,90,0XCC99FF,PINK,,N,1,,,,
ACAB0240,COLOR,100,0XFFFFFF,WHITE,,Y,1,,,,
ACAB0250,GROUP FS,10,01,Account code,Account code,N,1,,,,
ACAB0250,GROUP FS,20,02,Formular,Formular,N,1,,,,
ACAB0250,GROUP FS,30,03,Empty,Empty,N,1,,,,
ACAB0250,GROUP FS,40,04,Control Item,Control Item,N,1,,,,
ACAB0250,GROUP FS,50,05,P/L Unit,P/L Unit,N,1,,,,
ACAB0260,MONTH,10,1,1 month,1 month,Y,1,,,,
ACAB0260,MONTH,20,3,3 months,3 months,N,1,,,,
ACAB0260,MONTH,30,6,6 months,6 months,N,1,,,,
ACAB0260,MONTH,40,9,9 months,9 months,N,1,,,,
ACAB0260,MONTH,50,12,12 months,12 months,N,1,,,,
ACAB0270,FONT STYPE,10,R,Regular,Regular,N,1,,,,
ACAB0270,FONT STYPE,20,I,Itatic,Itatic,N,1,,,,
ACAB0270,FONT STYPE,30,B,Bold,Bold,N,1,,,,
ACAB0280,MATCHING FORM,10,AP,AP,AP,N,1,,,,
ACAB0280,MATCHING FORM,20,AR(-),AR(-),AR(-),N,1,,,,
ACAB0280,MATCHING FORM,30,AFC,Advance From Customer,Advance From Customer,N,1,,,,
ACAB0280,MATCHING FORM,40,AR,AR,AR,N,1,,,,
ACAB0280,MATCHING FORM,50,AP(-),AP(-),AP(-),N,1,,,,
ACAB0280,MATCHING FORM,60,ATV,Advance To Vendor,Advance To Vendor,N,1,,,,
ACAB0290,REQUESTED TYPE,10,EMP,EMPLOYEE,EMPLOYEE,N,1,,,,
ACAB0290,REQUESTED TYPE,20,DEP,DEPARTMENT,DEPARTMENT,N,1,,,,
ACAR0190,UNIT,10,01,MET,MET
,N,1,,,,
ACAR0190,UNIT,20,02,YDS,YARDS
,N,1,,,,
ACAR0190,UNIT,30,03,FEET,FEET
,N,1,,,,
ACAR0190,UNIT,40,04,LIT,LITRE
,N,1,,,,
ACAR0190,UNIT,50,06,KG,KG
,N,1,,,,
ACAR0190,UNIT,60,07,EA,EACH
,N,1,,,,
ACAR0190,UNIT,70,08,CONES,CONES
,N,1,,,,
ACAR0190,UNIT,80,09,SET,CU¿N
,N,1,,,,
ACAR0190,UNIT,90,10,BAG,BAG
,N,1,,,,
ACAR0190,UNIT,100,11,KILOWATT,KW
,N,1,,,,
ACAR0190,UNIT,110,12,STERE,MET KHOI
,N,0,,,,
ACAR0190,UNIT,120,13,PLACE,VI TRI
,N,0,,,,
ACAR0190,UNIT,130,14,MONTH,THANG
,N,0,,,,
ACAR0190,UNIT,140,15,CONTAINER,CONTAINER
,N,0,,,,
